20241104_223719,0.99799579828936,0.0,0.0,D:/Jobs/Runxiang/RVMSA/chs\fileImage\20241104_223719.png
20241104_223719,0.99799579828936,0.0,0.0,D:/Jobs/Runxiang/RVMSA/chs\fileImage\20241104_223719.png
20241104_223720,0.9994604292384799,0.0,0.0,D:/Jobs/Runxiang/RVMSA/chs\fileImage\20241104_223720.png
20241104_223720,0.99946086615024,0.0,0.0,D:/Jobs/Runxiang/RVMSA/chs\fileImage\20241104_223720.png
20241104_223720,0.99729434401358,0.0,0.0,D:/Jobs/Runxiang/RVMSA/chs\fileImage\20241104_223720.png
20241104_223720,0.9964346021102201,0.0,0.0,D:/Jobs/Runxiang/RVMSA/chs\fileImage\20241104_223720.png
20241104_223720,0.99726395156446,0.0,0.0,D:/Jobs/Runxiang/RVMSA/chs\fileImage\20241104_223720.png
20241104_223720,0.9976132835190801,0.0,0.0,D:/Jobs/Runxiang/RVMSA/chs\fileImage\20241104_223720.png
20241104_223721,0.99686232584964,0.0,0.0,D:/Jobs/Runxiang/RVMSA/chs\fileImage\20241104_223721.png
20241104_223721,0.9970822454568,0.0,0.0,D:/Jobs/Runxiang/RVMSA/chs\fileImage\20241104_223721.png
20241104_223721,0.9973474305288,0.0,0.0,D:/Jobs/Runxiang/RVMSA/chs\fileImage\20241104_223721.png
20241104_223721,0.99708202654512,0.0,0.0,D:/Jobs/Runxiang/RVMSA/chs\fileImage\20241104_223721.png
20241104_223722,0.99742324623846,0.0,0.0,D:/Jobs/Runxiang/RVMSA/chs\fileImage\20241104_223722.png
20241104_223722,0.9985960140903001,0.0,0.0,D:/Jobs/Runxiang/RVMSA/chs\fileImage\20241104_223722.png
20241104_223722,0.9975084404367601,0.0,0.0,D:/Jobs/Runxiang/RVMSA/chs\fileImage\20241104_223722.png
20241104_223958,0.99760347416786,0.0,0.0,2_file_path\20241104_223958.png
20241104_223959,0.9983019052145601,0.0,0.0,2_file_path\20241104_223959.png
20241104_223959,0.99830172254744,0.0,0.0,2_file_path\20241104_223959.png
20241104_223959,0.99781555115144,0.0,0.0,2_file_path\20241104_223959.png
20241104_223959,0.9977150595362401,0.0,0.0,2_file_path\20241104_223959.png
20241104_223959,0.99620282063314,0.0,0.0,2_file_path\20241104_223959.png
20241104_223959,0.99669056806184,0.0,0.0,2_file_path\20241104_223959.png
20241104_224000,0.9981442927241201,0.0,0.0,2_file_path\20241104_224000.png
20241104_224000,0.9979284701756,0.0,0.0,2_file_path\20241104_224000.png
20241104_224000,0.9982272772775399,0.0,0.0,2_file_path\20241104_224000.png
20241104_224000,0.99642532611576,0.0,0.0,2_file_path\20241104_224000.png
20241104_224000,0.9978223939423599,0.0,0.0,2_file_path\20241104_224000.png
20241104_224001,0.9966889483857599,0.0,0.0,2_file_path\20241104_224001.png
20241104_224001,0.99706741393112,0.0,0.0,2_file_path\20241104_224001.png
20241104_224001,0.9966946553555001,0.0,0.0,2_file_path\20241104_224001.png
